"date","level","name","disease","classification","i_cases"
2023-08-15,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-15,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-15,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",15
2023-08-13,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",8
2023-08-13,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-13,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-13,"Eje","Centro norte","ARBOVIROSIS","TOTAL",8
2023-08-16,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",5
2023-08-16,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-16,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-16,"Eje","Centro sur","ARBOVIROSIS","TOTAL",5
2023-08-16,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",16
2023-08-16,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-16,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-16,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",16
2023-08-14,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",1
2023-08-14,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-14,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-14,"Eje","Chaco","ARBOVIROSIS","TOTAL",1
2023-08-15,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",9
2023-08-15,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-15,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-15,"Eje","Centro norte","ARBOVIROSIS","TOTAL",9
2023-08-11,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",7
2023-08-11,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-11,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-11,"Eje","Chaco","ARBOVIROSIS","TOTAL",7
2023-08-15,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",6
2023-08-15,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-15,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-15,"Eje","Centro sur","ARBOVIROSIS","TOTAL",6
2023-08-16,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",14
2023-08-16,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-16,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-16,"Eje","Centro norte","ARBOVIROSIS","TOTAL",14
2023-08-17,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",7
2023-08-17,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-17,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-17,"Eje","Centro norte","ARBOVIROSIS","TOTAL",7
2023-08-16,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",2
2023-08-16,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-16,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-16,"Eje","Centro est","ARBOVIROSIS","TOTAL",2
2023-07-11,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",4
2023-07-11,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-07-11,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-07-11,"Eje","Centro est","ARBOVIROSIS","TOTAL",4
2023-08-12,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",2
2023-08-12,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-12,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-12,"Eje","Centro sur","ARBOVIROSIS","TOTAL",2
2023-08-14,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",3
2023-08-14,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-14,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-14,"Eje","Centro norte","ARBOVIROSIS","TOTAL",3
2023-08-18,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",7
2023-08-18,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-18,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-18,"Eje","Centro norte","ARBOVIROSIS","TOTAL",7
2023-08-20,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",25
2023-08-20,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-20,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-20,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",25
2023-08-19,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",7
2023-08-19,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-19,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-19,"Eje","Centro norte","ARBOVIROSIS","TOTAL",7
2023-08-17,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",1
2023-08-17,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-17,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-17,"Eje","Centro sur","ARBOVIROSIS","TOTAL",1
2023-08-19,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",10
2023-08-19,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-19,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-19,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",10
2023-08-20,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",7
2023-08-20,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-20,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-20,"Eje","Centro norte","ARBOVIROSIS","TOTAL",7
2023-08-15,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",1
2023-08-15,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-15,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-15,"Eje","Centro est","ARBOVIROSIS","TOTAL",1
2023-08-18,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",7
2023-08-18,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-18,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-18,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",7
2023-08-20,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",5
2023-08-20,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-20,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-20,"Eje","Centro est","ARBOVIROSIS","TOTAL",5
2023-08-12,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",1
2023-08-12,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-12,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-12,"Eje","Chaco","ARBOVIROSIS","TOTAL",1
2023-08-17,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",3
2023-08-17,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-17,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-17,"Eje","Centro est","ARBOVIROSIS","TOTAL",3
2023-08-21,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",24
2023-08-21,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-21,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-21,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",24
2023-08-21,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",3
2023-08-21,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-21,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-21,"Eje","Centro sur","ARBOVIROSIS","TOTAL",3
2023-08-19,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",1
2023-08-19,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-19,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-19,"Eje","Centro sur","ARBOVIROSIS","TOTAL",1
2023-08-21,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",5
2023-08-21,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-21,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-21,"Eje","Centro norte","ARBOVIROSIS","TOTAL",5
2023-08-22,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",19
2023-08-22,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-22,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-22,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",19
2023-08-20,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",1
2023-08-20,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-20,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-20,"Eje","Chaco","ARBOVIROSIS","TOTAL",1
2023-08-21,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",3
2023-08-21,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-21,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-21,"Eje","Chaco","ARBOVIROSIS","TOTAL",3
2023-08-18,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",2
2023-08-18,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-18,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-18,"Eje","Chaco","ARBOVIROSIS","TOTAL",2
2023-08-18,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",3
2023-08-18,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-18,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-18,"Eje","Centro sur","ARBOVIROSIS","TOTAL",3
2023-08-17,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",1
2023-08-17,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-17,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-17,"Eje","Chaco","ARBOVIROSIS","TOTAL",1
2023-08-23,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",4
2023-08-23,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-23,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-23,"Eje","Centro est","ARBOVIROSIS","TOTAL",4
2023-08-19,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",3
2023-08-19,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-19,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-19,"Eje","Centro est","ARBOVIROSIS","TOTAL",3
2023-08-21,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",3
2023-08-21,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-21,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-21,"Eje","Centro est","ARBOVIROSIS","TOTAL",3
2023-08-22,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",2
2023-08-22,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-22,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-22,"Eje","Chaco","ARBOVIROSIS","TOTAL",2
2023-08-20,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",1
2023-08-20,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-20,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-20,"Eje","Centro sur","ARBOVIROSIS","TOTAL",1
2023-08-05,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",1
2023-08-05,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-05,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-05,"Eje","Centro est","ARBOVIROSIS","TOTAL",1
2023-08-24,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",2
2023-08-24,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-24,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-24,"Eje","Centro sur","ARBOVIROSIS","TOTAL",2
2023-08-23,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",7
2023-08-23,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-23,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-23,"Eje","Centro norte","ARBOVIROSIS","TOTAL",7
2023-08-23,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",3
2023-08-23,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-23,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-23,"Eje","Centro sur","ARBOVIROSIS","TOTAL",3
2023-08-23,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",10
2023-08-23,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-23,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-23,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",10
2023-08-24,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",15
2023-08-24,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-24,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-24,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",15
2023-08-26,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",12
2023-08-26,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-26,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-26,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",12
2023-08-25,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",13
2023-08-25,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-25,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-25,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",13
2023-08-28,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",13
2023-08-28,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-28,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-28,"Eje","Centro norte","ARBOVIROSIS","TOTAL",13
2023-08-26,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",4
2023-08-26,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-26,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-26,"Eje","Centro est","ARBOVIROSIS","TOTAL",4
2023-08-25,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",4
2023-08-25,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-25,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-25,"Eje","Centro sur","ARBOVIROSIS","TOTAL",4
2023-08-27,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",14
2023-08-27,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-27,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-27,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",14
2023-08-28,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",21
2023-08-28,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-28,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-28,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",21
2023-08-26,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",7
2023-08-26,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-26,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-26,"Eje","Centro norte","ARBOVIROSIS","TOTAL",7
2023-08-25,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",3
2023-08-25,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-25,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-25,"Eje","Centro est","ARBOVIROSIS","TOTAL",3
2023-08-27,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",5
2023-08-27,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-27,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-27,"Eje","Centro norte","ARBOVIROSIS","TOTAL",5
2023-08-22,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",7
2023-08-22,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-22,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-22,"Eje","Centro norte","ARBOVIROSIS","TOTAL",7
2023-08-24,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",4
2023-08-24,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-24,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-24,"Eje","Centro norte","ARBOVIROSIS","TOTAL",4
2023-08-25,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",5
2023-08-25,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-25,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-25,"Eje","Centro norte","ARBOVIROSIS","TOTAL",5
2023-08-29,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",18
2023-08-29,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-29,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-29,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",18
2023-08-30,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",4
2023-08-30,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-30,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-30,"Eje","Chaco","ARBOVIROSIS","TOTAL",4
2023-08-19,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",1
2023-08-19,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-19,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-19,"Eje","Chaco","ARBOVIROSIS","TOTAL",1
2023-08-29,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",4
2023-08-29,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-29,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-29,"Eje","Centro norte","ARBOVIROSIS","TOTAL",4
2023-08-28,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",5
2023-08-28,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-28,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-28,"Eje","Centro sur","ARBOVIROSIS","TOTAL",5
2023-08-31,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",1
2023-08-31,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-31,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-31,"Eje","Centro est","ARBOVIROSIS","TOTAL",1
2023-08-27,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",1
2023-08-27,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-27,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-27,"Eje","Centro sur","ARBOVIROSIS","TOTAL",1
2023-08-31,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",12
2023-08-31,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-31,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-31,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",12
2023-08-30,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",2
2023-08-30,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-30,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-30,"Eje","Centro est","ARBOVIROSIS","TOTAL",2
2023-08-30,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",15
2023-08-30,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-08-30,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-08-30,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",15
2023-08-30,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",3
2023-08-30,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-30,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-30,"Eje","Centro sur","ARBOVIROSIS","TOTAL",3
2023-08-31,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",3
2023-08-31,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-31,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-31,"Eje","Centro norte","ARBOVIROSIS","TOTAL",3
2023-09-01,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",5
2023-09-01,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-09-01,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-09-01,"Eje","Centro sur","ARBOVIROSIS","TOTAL",5
2023-08-30,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",9
2023-08-30,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-08-30,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-08-30,"Eje","Centro norte","ARBOVIROSIS","TOTAL",9
2023-08-28,"Eje","Chaco","ARBOVIROSIS","SOSPECHOSO",1
2023-08-28,"Eje","Chaco","ARBOVIROSIS","CONFIRMADO",0
2023-08-28,"Eje","Chaco","ARBOVIROSIS","PROBABLE",0
2023-08-28,"Eje","Chaco","ARBOVIROSIS","TOTAL",1
2023-08-22,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",1
2023-08-22,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-22,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-22,"Eje","Centro est","ARBOVIROSIS","TOTAL",1
2023-09-03,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",11
2023-09-03,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-09-03,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-09-03,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",11
2023-09-02,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",13
2023-09-02,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-09-02,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-09-02,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",13
2023-09-01,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",8
2023-09-01,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-09-01,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-09-01,"Eje","Centro norte","ARBOVIROSIS","TOTAL",8
2023-09-02,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",14
2023-09-02,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-09-02,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-09-02,"Eje","Centro norte","ARBOVIROSIS","TOTAL",14
2023-08-29,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",1
2023-08-29,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-29,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-29,"Eje","Centro est","ARBOVIROSIS","TOTAL",1
2023-09-02,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",1
2023-09-02,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-09-02,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-09-02,"Eje","Centro est","ARBOVIROSIS","TOTAL",1
2023-09-04,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",6
2023-09-04,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-09-04,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-09-04,"Eje","Centro sur","ARBOVIROSIS","TOTAL",6
2023-08-31,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",2
2023-08-31,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-08-31,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-08-31,"Eje","Centro sur","ARBOVIROSIS","TOTAL",2
2023-09-04,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",2
2023-09-04,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-09-04,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-09-04,"Eje","Centro est","ARBOVIROSIS","TOTAL",2
2023-09-04,"Eje","Metropolitano","ARBOVIROSIS","SOSPECHOSO",9
2023-09-04,"Eje","Metropolitano","ARBOVIROSIS","CONFIRMADO",0
2023-09-04,"Eje","Metropolitano","ARBOVIROSIS","PROBABLE",0
2023-09-04,"Eje","Metropolitano","ARBOVIROSIS","TOTAL",9
2023-09-03,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",12
2023-09-03,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-09-03,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-09-03,"Eje","Centro norte","ARBOVIROSIS","TOTAL",12
2023-09-02,"Eje","Centro sur","ARBOVIROSIS","SOSPECHOSO",3
2023-09-02,"Eje","Centro sur","ARBOVIROSIS","CONFIRMADO",0
2023-09-02,"Eje","Centro sur","ARBOVIROSIS","PROBABLE",0
2023-09-02,"Eje","Centro sur","ARBOVIROSIS","TOTAL",3
2023-08-27,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",2
2023-08-27,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-27,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-27,"Eje","Centro est","ARBOVIROSIS","TOTAL",2
2023-08-28,"Eje","Centro est","ARBOVIROSIS","SOSPECHOSO",1
2023-08-28,"Eje","Centro est","ARBOVIROSIS","CONFIRMADO",0
2023-08-28,"Eje","Centro est","ARBOVIROSIS","PROBABLE",0
2023-08-28,"Eje","Centro est","ARBOVIROSIS","TOTAL",1
2023-09-04,"Eje","Centro norte","ARBOVIROSIS","SOSPECHOSO",14
2023-09-04,"Eje","Centro norte","ARBOVIROSIS","CONFIRMADO",0
2023-09-04,"Eje","Centro norte","ARBOVIROSIS","PROBABLE",0
2023-09-04,"Eje","Centro norte","ARBOVIROSIS","TOTAL",14
